index,windspeed,wind_direction
0,4.89150554408182,162.05236683378152
1,5.213277622206346,163.92360171363163
2,4.998532406911238,165.4224607663825
3,5.002262690758846,164.91786294740518
4,4.598931677886948,161.23642858344206
5,4.657278794399293,164.47922511859466
6,4.750385118981671,163.34314700468667
7,4.8759679161093334,167.04632929318208
8,5.0981805123565405,166.034992640516
9,5.3201761439269175,171.24466320662412
10,5.508909515031764,161.49005247602778
11,5.4150868957380975,162.28787726753006
12,5.197686515812855,161.0014816357141
13,5.280308249526457,167.16614627554185
14,5.035083094571642,164.75407919950163
15,4.94414248737687,162.68574374380484
16,4.7973038944576,163.12856761567284
17,4.699302929547603,160.7961574523904
18,4.512381549228384,159.17961977038416
19,4.349355297826717,157.59720655116953
20,4.292903169077704,154.03025508411022
21,4.287021337413752,161.4264427879983
22,4.236248267896013,158.85129900558638
23,4.343963761452642,158.21352944417524
24,4.385400106728863,157.8507284239498
25,4.437396253848666,164.58729194123276
26,4.148689636953837,160.38344552440466
27,3.89130963236137,170.19821877346607
28,3.92771312260561,172.50084796368012
29,3.7272562455431117,165.46499472328068
30,3.645779880360421,170.99450244811126
31,3.664681550246522,172.7407574689146
32,3.797741743749771,168.66779295055883
33,3.599636086410778,174.4088939986021
34,3.4246826427166144,159.87209886739038
35,3.403706877262754,173.9854486635755
36,3.8959414310492124,179.94446739852498
37,3.9811651435980884,176.80168167840884
38,3.3280379851374513,169.16289332744418
39,2.8535882095098337,173.25898012167815
40,3.0749620523974377,169.56907263103471
41,2.645507977816179,180.26556370438016
42,2.2957465665698935,174.46985269006112
43,2.3949051654532982,165.18818418255742
44,2.4248385194036093,161.23799008257512
45,2.2372289426620147,147.566366392407
46,2.515938980812072,162.19765568254107
47,2.329745648782221,169.00372741911258
48,2.8082335089229957,164.42814350180717
49,3.0068708994163678,154.50117523882287
50,3.1359369195271554,155.16483244473508
51,2.6725532145516664,157.2612807496584
52,3.045111937328948,148.26244152341982
53,3.25029813527491,153.94197788383678
54,3.6046970759277963,163.22388925918384
55,4.281855876117343,168.33467070470195
56,4.251384184274771,164.32688735136435
57,3.8264589215257425,142.2072018408243
58,3.5276884473309895,152.95449233199386
59,3.743698324483136,145.39968028223652
60,4.061052144420572,154.55439320287502
61,4.950138672161186,150.8923760340839
62,5.193352746998589,158.72596681550604
63,4.759365091742087,166.01906666018948
64,5.384506812457646,163.19686252814614
65,5.394438831643435,165.34707921543907
66,5.1001208788526275,164.01862018898103
67,4.866287292915206,165.8270874369773
68,4.703890665316236,160.0782702528233
69,4.664929235797183,165.6858248037924
70,4.635264610110403,164.58636344948147
71,4.559951028989073,163.94997544348024
72,4.4439325176802,163.20371307464183
73,4.3824986450166925,163.85323693973203
74,4.187261473745286,166.0694377163028
75,4.387833747502455,168.07411273915721
76,4.468615754799406,166.6737879184807
77,4.511191025318573,159.48526501804716
78,4.041469724332865,152.79112776149978
79,3.383781848168421,163.49225773788584
80,3.8861401619305616,168.24021697342653
81,3.541760198501219,163.63680548773112
82,3.5001910531604166,148.7449115065697
83,3.3685184632764233,154.39983914704214
84,2.9744869916873373,174.84625097793878
85,3.9679559585021074,180.32244037682764
86,3.9109759987812946,165.7767161308924
87,4.225533690570509,174.28452283229265
88,4.439357199187407,165.75030162132555
89,4.994850750683577,164.41178749940113
90,5.013045602642975,164.6472035260929
91,5.051578980269483,167.31247862613003
92,5.034661297334437,167.28302113692817
93,4.916077554020253,167.79650723798224
94,4.899713557737855,168.7814482770678
95,4.907596748930702,166.63415606263644
96,5.0457088417349185,168.92605872514807
97,4.84442941005026,163.83190305821577
98,5.063174329743281,163.72563828184238
99,4.812255813027516,161.7046035205628
100,4.718770238704911,165.95213525957672
101,4.491298681063059,168.7368154784504
102,4.609144429129308,162.44918654102804
103,4.659547899573273,164.98731615269216
104,4.338425477551385,165.91927224014762
105,4.641578321189952,164.3518641819708
106,4.654011728415127,166.8951881915248
107,4.433013810568976,165.9894381885845
108,5.0963670408790795,167.2724045193019
109,5.251959016464201,161.013100259794
110,5.0482290644793615,158.35575405479753
111,5.289687034072726,165.18025548687527
112,5.377881579691162,163.8292113742653
113,4.524799492461742,149.65370869064856
114,3.85243260832417,152.61223854360478
115,4.263967368368093,160.31508984123334
116,4.822875595733553,162.77432997254775
117,5.047715541172992,160.66093934652204
118,5.3759419972361995,160.94050918341824
119,5.0519719958984375,162.46097367177788
120,4.956544429998051,160.74566354282518
121,4.953095649222755,158.88386116422308
122,5.073969268446759,167.1677862634293
123,4.978502561339298,165.89859298756426
124,5.05519319704651,163.62484606057362
125,5.045211968213229,162.82174319765545
126,5.059951489214836,163.39908876897792
127,4.967555745155112,164.25223493975628
128,5.118039401872603,168.94862449637614
129,5.064057399303861,168.63397659790553
130,4.968557910793821,167.641976784047
131,4.721265457742999,166.77764637406347
132,4.76286948441741,165.63913002872172
133,4.95001033464997,167.60665537092913
134,5.218547269730211,164.50237989860108
135,5.096212461986956,167.2131433195558
136,5.143128210965454,165.802094756945
137,5.1237033054716115,167.7398233784409
138,4.789436739468687,170.75908504380627
139,4.804896558140772,167.36579973916577
140,4.642602156213293,167.0053832080835
141,4.709854450147983,168.8762936725188
142,4.471006437671511,177.31934603568578
143,4.686244644269502,170.54350309912004
144,4.556845779419977,170.51326111124936
145,4.246888918737255,170.07575043311118
146,4.02056736227777,165.54210545501826
147,3.9764120769500035,167.71465731066482
148,3.9617116564863815,175.23401903766637
149,4.175364666872181,166.7718774452227
150,4.950984954680401,166.80869197678217
151,4.695350969206611,164.85126767487841
152,4.646479958488346,152.99546619841732
153,4.242186279066025,154.8836376133689
154,3.9000784681861926,161.52859059968907
155,3.922486889751814,157.75162963605595
156,3.796315698700645,153.3510604794784
157,4.070064322862377,155.84102619341203
158,3.707101033035823,158.61636483523827
159,3.1590294656175932,137.85973701741398
160,2.573362259906077,137.46335657565123
161,2.838606488695244,171.5376276517292
162,3.206282197676278,171.22483424206138
163,3.2848426110347524,190.2495389417386
164,3.633849051032838,190.86503833362303
165,2.922181992747487,192.56695685018985
166,3.439672261879588,174.28940686250036
167,4.035440339858944,178.30974757915592
168,3.864891328306602,170.6741441929576
169,3.591434346874527,173.66741472991836
170,4.147061087766573,179.84306148489415
171,4.055189085253761,180.3928446528187
172,3.829410432014766,179.42581991470902
173,3.5027854811845156,175.18733369630303
174,3.6494601023710453,179.2407576751919
175,3.700347470293833,182.149665020118
176,3.7585385834243414,182.16683227866784
177,4.096151401725745,181.26074110537922
178,4.484931975887511,179.9075236088721
179,4.1331324607321385,188.09103325056503
180,3.929962479873834,181.99324814786831
181,3.9997691671173436,181.91516176861242
182,3.8354563310403487,179.9157209048448
183,3.986983215928718,182.6542811372281
184,3.8490413371002226,176.43429251794186
185,4.037503728214828,187.70282827781148
186,3.8154316202901746,167.33144309920817
187,4.513907067854997,162.68660141970457
188,3.351188984818547,149.0136594014914
189,3.9160378948974994,169.0856332468016
190,4.006858818073043,156.5401219854446
191,3.465354850457105,152.29951770513262
192,3.503506025102855,157.4313574675263
193,3.716317387191086,162.42223096365638
194,3.658185756537295,168.42697040852218
195,3.529638976670862,165.62905535107078
196,3.3154872237576387,163.55765899941701
197,3.835927635131929,153.88058845802797
198,3.8659697400197084,150.03206872686306
199,3.9410658342563796,146.33031662696447
200,4.046259353036073,137.8031310706365
201,3.426051627551788,147.27284079658
202,3.302297070487887,146.22764578127314
203,3.1745490947721193,162.17227008881545
204,3.54301525478716,149.31136171059276
