datetime,solo_roll,solo_pitch,solo_tilt,sonic_wind,solo_acc_x,solo_acc_y,solo_acc_z,solo_wind_dir,sonic_wind_dir
2020-03-26 17:56:05+00:00,1.26,1.61,2.0443292564650544,3.7134735443745535,0.4285249,-0.4372613,-9.581059,141.9557946101946,125.63206252477279
2020-03-26 17:56:06+00:00,1.6966666666666665,3.033333333333333,3.4752120450987314,3.37484046670539,0.34247893333333335,-0.5867212999999999,-10.010723666666665,150.79562231774315,132.9735782032925
2020-03-26 17:56:07+00:00,5.51,2.31,5.973251900654187,3.9073068267250095,0.4725491,-0.56613755,-9.379469499999999,112.69327473103715,120.41677601220043
2020-03-26 17:56:08+00:00,1.9766666666666666,1.843333333333333,2.7025433636398155,4.8136649532372005,0.3360616,-0.5250559333333333,-9.956294999999999,132.9994801023497,122.91470676654622
2020-03-26 17:56:09+00:00,3.5500000000000003,2.7199999999999998,4.471177564580624,4.9865893521420235,0.4373064,-0.5104113,-9.836298,127.44459766116748,123.0459296647956
2020-03-26 17:56:10+00:00,2.526666666666667,2.09,3.278614385839236,4.938082885217762,0.5360441666666665,-0.3550370666666667,-9.897191333333334,129.59099827523772,125.43733502326002
2020-03-26 17:56:11+00:00,0.11000000000000001,2.29,2.292638993886163,5.3952625163385095,0.73657975,-0.39319160000000003,-9.668852,129.59099827523772,119.96633442990108
2020-03-26 17:56:12+00:00,4.756666666666667,6.173333333333333,7.787699258402071,5.294899504875994,0.7766293333333333,-0.5493636,-9.797550333333334,142.42882165825387,143.91355120908673
2020-03-26 17:56:13+00:00,5.445,2.585,6.025787811428308,5.415151990499928,0.49530605,-0.5256905000000001,-9.7704575,115.34405219761877,151.24967114310903
2020-03-26 17:56:14+00:00,3.7566666666666664,3.293333333333333,4.994300641119157,4.408875344521495,0.7203556666666667,-0.6073760666666667,-9.930934333333335,131.23043253802564,154.40394630327586
2020-03-26 17:56:15+00:00,3.3499999999999996,3.855,5.105544197235536,4.26146434804776,0.6450567500000001,-0.6378431,-10.06063,139.01981639952768,137.12384186089562
2020-03-26 17:56:16+00:00,4.329999999999999,3.5700000000000003,5.609770174803011,3.4978949592884385,0.5647862666666666,-0.6924339,-9.896768,129.48772946210295,147.44369396213418
2020-03-26 17:56:17+00:00,2.675,1.8050000000000002,3.226651870990592,2.9435108737819813,0.46767475000000003,-0.6298517,-9.6617475,123.99963174374076,144.933355860619
2020-03-26 17:56:18+00:00,3.33,0.02333333333333334,3.330081655347919,3.334893656660028,0.48572039999999994,-0.6148893666666667,-9.831544333333333,90.40101326044125,139.4449181002276
2020-03-26 17:56:19+00:00,3.325,2.46,4.13526652621333,3.332694218294539,0.4019981,-0.40478610000000004,-9.943328999999999,126.48193807111616,148.29712762971306
2020-03-26 17:56:20+00:00,2.4966666666666666,2.61,3.611250715530343,4.290217548776245,0.46505029999999997,-0.5917380666666666,-9.828843,136.27305207948191,145.95406264339834
2020-03-26 17:56:21+00:00,3.455,4.65,5.790794335845885,4.648421846002519,0.6546809499999999,-0.45333019999999996,-9.7273635,143.41428982033688,141.70403343020737
2020-03-26 17:56:22+00:00,2.38,8.930000000000001,9.239229099690359,4.569952737979153,0.8812991,-0.4863855666666667,-10.114848666666667,165.18411843578775,148.80768402530057
2020-03-26 17:56:23+00:00,2.26,3.265,3.9701756396553414,4.148065633379549,0.9365984,-0.47198365000000003,-9.832188,145.3245420822331,158.15681071646807
2020-03-26 17:56:24+00:00,2.986666666666667,4.31,5.242083853929636,4.3437147687797815,0.7930411,-0.4695054,-9.816526999999999,145.30585359590893,152.8057173335545
2020-03-26 17:56:25+00:00,3.505,4.425000000000001,5.642801530155016,4.888911466713716,0.7597501,-0.41932355,-9.431398999999999,141.63829688418704,166.54242747372342
2020-03-26 17:56:26+00:00,2.0566666666666666,4.18,4.65776449663683,5.0275481802299264,0.7513083666666667,-0.4591547,-10.051803666666666,153.83218978961884,160.42285438282474
2020-03-26 17:56:27+00:00,1.895,4.69,5.057578511690068,4.670396852131821,0.7590442500000001,-0.43071404999999996,-10.306185,158.03600632916462,160.34783558275132
2020-03-26 17:56:28+00:00,2.53,4.443333333333333,5.111875620273041,5.054481974205931,0.9094067333333333,-0.37971796666666674,-9.822269333333333,150.37657201443574,166.78987437726948
2020-03-26 17:56:29+00:00,2.09,4.345000000000001,4.820658416964438,5.125142704585932,0.92376635,-0.34359235,-9.839096000000001,154.34487345140806,169.31299187042532
2020-03-26 17:56:30+00:00,1.5999999999999999,4.999999999999999,5.249142582937533,4.741363028131334,0.8440278333333332,-0.30009043333333335,-9.488004333333334,162.29326317224064,170.25328342020038
2020-03-26 17:56:31+00:00,1.7149999999999999,5.475,5.736540055446445,4.7300638595716205,0.8432824999999999,-0.4320077,-9.5167025,162.6521708899412,172.74395841378546
2020-03-26 17:56:32+00:00,3.3433333333333333,3.983333333333333,5.198730948473235,4.6762795460824815,0.8400338666666666,-0.5050479,-9.976574666666666,140.00569568144294,177.43838089437068
2020-03-26 17:56:33+00:00,2.455,4.765000000000001,5.3589501556422405,4.713040287571603,0.8060636,-0.34728804999999996,-10.2151085,152.781358308367,172.71725306672596
2020-03-26 17:56:34+00:00,2.3699999999999997,4.57,5.146832248500931,4.476353299398314,0.8783118333333332,-0.5013335333333334,-9.914437000000001,152.62511909934074,175.0656467627061
2020-03-26 17:56:35+00:00,4.375,3.94,5.8850686736604585,4.504353450343208,0.7360615500000001,-0.47794815,-9.6010625,131.99480629861404,157.33569726188819
2020-03-26 17:56:36+00:00,2.3433333333333333,3.9766666666666666,4.614787934937884,4.600877385694215,0.7195325333333334,-0.5684035333333334,-9.786822666666668,149.51669975792262,148.8209906754798
2020-03-26 17:56:37+00:00,2.8449999999999998,4.305,5.15866360645638,4.3031230520775985,0.72799175,-0.4936931499999999,-9.9416885,146.56888255469968,164.47588900324575
2020-03-26 17:56:38+00:00,3.7899999999999996,4.746666666666667,6.071413193903225,4.454335895814472,0.8443795333333334,-0.4177563,-9.949535,141.41743285715484,143.98754091725274
2020-03-26 17:56:39+00:00,1.875,4.455,4.832759229959782,4.287795928742764,0.8491547500000001,-0.43411679999999997,-10.009946,157.20897841082413,139.62853018943113
2020-03-26 17:56:40+00:00,1.9966666666666668,4.716666666666666,5.12099714648772,4.621262459439111,0.8562318000000001,-0.3664887333333333,-9.953826666666666,157.09419567453827,151.20562721920103
