datetime,solo_roll,solo_pitch,solo_tilt,solo_wind,solo_acc_x,solo_acc_y,solo_acc_z,solo_wind_dir,sonic_wind_dir
2020-06-02 19:36:45,3.4766666666666666,2.5233333333333334,4.294951065597849,1.9762085181171876,0.5018465,0.5018465,0.5018465,125.95596800332373,145.00588657553575
2020-06-02 19:36:46,1.23,3.675,3.8751064052900595,2.3268810236143005,0.4394364,0.4394364,0.4394364,161.51593346148582,131.25427388185582
2020-06-02 19:36:47,2.1933333333333334,1.6233333333333333,2.7284858056423937,2.7720892941397195,0.47705593333333335,0.47705593333333335,0.47705593333333335,126.49988690544825,121.27480548231705
2020-06-02 19:36:48,3.99,2.67,4.799736518185912,2.6060909706327418,0.5747848,0.5747848,0.5747848,123.76569272888011,122.77801342186527
2020-06-02 19:36:49,1.1833333333333333,3.5666666666666664,3.7576029120037147,2.4472310320804893,0.3262505666666667,0.3262505666666667,0.3262505666666667,161.66510515944276,140.3849202692552
2020-06-02 19:36:50,3.085,2.3,3.847351213624227,2.197254620601822,0.56982985,0.56982985,0.56982985,126.69431432751973,148.06180055552062
2020-06-02 19:36:51,2.4099999999999997,2.9633333333333334,3.818934945339827,2.3954658500962087,0.5994876666666666,0.5994876666666666,0.5994876666666666,140.88793729599013,156.35413980937312
2020-06-02 19:36:53,2.9066666666666667,3.393333333333333,4.466938552995662,2.142474458058313,0.5579407666666666,0.5579407666666666,0.5579407666666666,139.42607581091542,154.90489118314252
2020-06-02 19:36:54,2.62,3.63,4.475724733830349,1.4133354980841584,0.5307976,0.5307976,0.5307976,144.19709030544823,151.55853513108462
2020-06-02 19:36:55,0.9233333333333333,2.733333333333333,2.884962512287902,1.910691405114617,0.5644438333333334,0.5644438333333334,0.5644438333333334,161.3464595355382,129.4543418902891
2020-06-02 19:36:56,2.635,2.7199999999999998,3.7863448788488063,2.0821412783160955,0.52251415,0.52251415,0.52251415,135.91070518185754,160.20004789061682
2020-06-02 19:36:57,1.5066666666666666,2.706666666666667,3.0974828358775133,1.9884413541494927,0.4183871666666667,0.4183871666666667,0.4183871666666667,150.90999689304041,152.47384869267287
2020-06-02 19:36:58,3.795,2.515,4.5517025706585725,2.1552738786803403,0.3346204,0.3346204,0.3346204,123.51133177700164,146.93937389193198
2020-06-02 19:36:59,3.313333333333334,2.813333333333334,4.345595016035665,2.187982665563261,0.3970210666666667,0.3970210666666667,0.3970210666666667,130.32560100811233,157.77818877461138
2020-06-02 19:37:00,3.26,0.675,3.3290739277548607,2.4501261204321145,0.33746394999999996,0.33746394999999996,0.33746394999999996,101.68633334270991,145.84826300048584
2020-06-02 19:37:01,3.6666666666666665,0.91,3.777752459658817,1.8921397046370805,0.3457046,0.3457046,0.3457046,103.92098829299469,170.75305195375725
2020-06-02 19:37:02,1.9249999999999998,2.5,3.1548807999973976,1.8146515224380264,0.20943595,0.20943595,0.20943595,142.4108891739258,153.4893263259057
2020-06-02 19:37:03,2.783333333333333,2.23,3.5659405015980363,1.5117963712842737,0.3535903666666667,0.3535903666666667,0.3535903666666667,128.6937418642674,119.36641058665035
2020-06-02 19:37:04,2.145,3.25,3.8934032475527025,1.8084492449257683,0.46529655000000003,0.46529655000000003,0.46529655000000003,146.59114896394584,116.7890257196316
